Name,Base Score,Base Severity,CVSS Vector,Exploitability Score,Impact Score,Source,Vendor,Link
CVE-2021-41357,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-41357
CVE-2021-40870,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Aviatrix,https://www.cvedetails.com/cve/CVE-2021-40870
CVE-2021-40539,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Zohocorp,https://www.cvedetails.com/cve/CVE-2021-40539
CVE-2021-40450,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-40450
CVE-2021-40449,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-40449
CVE-2021-40444,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-40444
CVE-2021-40438,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-40438
CVE-2021-39793,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-39793
CVE-2021-39226,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Fedoraproject,https://www.cvedetails.com/cve/CVE-2021-39226
CVE-2021-39144,6.0,MEDIUM,AV:N/AC:M/Au:S/C:P/I:P/A:P,6.8,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-39144
CVE-2021-38649,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-38649
CVE-2021-38648,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-38648
CVE-2021-38647,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-38647
CVE-2021-38646,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-38646
CVE-2021-38645,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-38645
CVE-2021-38406,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Deltaww,https://www.cvedetails.com/cve/CVE-2021-38406
CVE-2021-38163,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,SAP,https://www.cvedetails.com/cve/CVE-2021-38163
CVE-2021-38003,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-38003
CVE-2021-38000,5.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:N,8.6,4.9,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-38000
CVE-2021-37976,4.3,MEDIUM,AV:N/AC:M/Au:N/C:P/I:N/A:N,8.6,2.9,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-37976
CVE-2021-37975,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-37975
CVE-2021-37973,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-37973
CVE-2021-37415,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Zohocorp,https://www.cvedetails.com/cve/CVE-2021-37415
CVE-2021-36955,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-36955
CVE-2021-36948,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-36948
CVE-2021-36942,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N,10.0,2.9,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-36942
CVE-2021-36934,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-36934
CVE-2021-36742,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Trendmicro,https://www.cvedetails.com/cve/CVE-2021-36742
CVE-2021-36741,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Trendmicro,https://www.cvedetails.com/cve/CVE-2021-36741
CVE-2021-36260,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Hikvision,https://www.cvedetails.com/cve/CVE-2021-36260
CVE-2021-35587,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Oracle,https://www.cvedetails.com/cve/CVE-2021-35587
CVE-2021-35464,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Forgerock,https://www.cvedetails.com/cve/CVE-2021-35464
CVE-2021-35395,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Realtek,https://www.cvedetails.com/cve/CVE-2021-35395
CVE-2021-35394,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Realtek,https://www.cvedetails.com/cve/CVE-2021-35394
CVE-2021-35247,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N,10.0,2.9,nvd@nist.gov,Solarwinds,https://www.cvedetails.com/cve/CVE-2021-35247
CVE-2021-35211,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Solarwinds,https://www.cvedetails.com/cve/CVE-2021-35211
CVE-2021-34527,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-34527
CVE-2021-34523,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-34523
CVE-2021-34486,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-34486
CVE-2021-34484,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-34484
CVE-2021-34473,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-34473
CVE-2021-34448,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-34448
CVE-2021-33771,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-33771
CVE-2021-33766,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-33766
CVE-2021-33742,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-33742
CVE-2021-33739,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-33739
CVE-2021-32648,6.4,MEDIUM,AV:N/AC:L/Au:N/C:P/I:P/A:N,10.0,4.9,nvd@nist.gov,Octobercms,https://www.cvedetails.com/cve/CVE-2021-32648
CVE-2021-31979,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31979
CVE-2021-31956,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31956
CVE-2021-31955,2.1,LOW,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31955
CVE-2021-31755,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Tenda,https://www.cvedetails.com/cve/CVE-2021-31755
CVE-2021-31207,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31207
CVE-2021-31201,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31201
CVE-2021-31199,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31199
CVE-2021-31166,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-31166
CVE-2021-31010,5.0,MEDIUM,AV:N/AC:L/Au:N/C:N/I:P/A:N,10.0,2.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-31010
CVE-2021-30983,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30983
CVE-2021-30900,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30900
CVE-2021-30883,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30883
CVE-2021-30869,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30869
CVE-2021-30860,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30860
CVE-2021-30858,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-30858
CVE-2021-30807,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30807
CVE-2021-30762,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30762
CVE-2021-30761,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30761
CVE-2021-30713,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30713
CVE-2021-30666,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30666
CVE-2021-30665,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30665
CVE-2021-30663,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30663
CVE-2021-30661,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30661
CVE-2021-30657,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,nvd@nist.gov,Apple,https://www.cvedetails.com/cve/CVE-2021-30657
CVE-2021-30633,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-30633
CVE-2021-30632,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-30632
CVE-2021-30563,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-30563
CVE-2021-30554,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-30554
CVE-2021-30551,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-30551
CVE-2021-30533,4.3,MEDIUM,AV:N/AC:M/Au:N/C:N/I:P/A:N,8.6,2.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-30533
CVE-2021-30116,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Kaseya,https://www.cvedetails.com/cve/CVE-2021-30116
CVE-2021-29256,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,ARM,https://www.cvedetails.com/cve/CVE-2021-29256
CVE-2021-28799,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Qnap,https://www.cvedetails.com/cve/CVE-2021-28799
CVE-2021-28664,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,ARM,https://www.cvedetails.com/cve/CVE-2021-28664
CVE-2021-28663,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,ARM,https://www.cvedetails.com/cve/CVE-2021-28663
CVE-2021-28550,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Adobe,https://www.cvedetails.com/cve/CVE-2021-28550
CVE-2021-28310,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-28310
CVE-2021-27878,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Veritas,https://www.cvedetails.com/cve/CVE-2021-27878
CVE-2021-27877,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Veritas,https://www.cvedetails.com/cve/CVE-2021-27877
CVE-2021-27876,7.5,HIGH,AV:N/AC:L/Au:S/C:C/I:P/A:N,8.0,7.8,nvd@nist.gov,Veritas,https://www.cvedetails.com/cve/CVE-2021-27876
CVE-2021-27860,9.3,HIGH,AV:N/AC:M/Au:N/C:C/I:C/A:C,8.6,10.0,nvd@nist.gov,Fatpipeinc,https://www.cvedetails.com/cve/CVE-2021-27860
CVE-2021-27852,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Checkbox,https://www.cvedetails.com/cve/CVE-2021-27852
CVE-2021-27562,4.9,MEDIUM,AV:L/AC:L/Au:N/C:N/I:N/A:C,3.9,6.9,nvd@nist.gov,ARM,https://www.cvedetails.com/cve/CVE-2021-27562
CVE-2021-27561,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Yealink,https://www.cvedetails.com/cve/CVE-2021-27561
CVE-2021-27104,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Accellion,https://www.cvedetails.com/cve/CVE-2021-27104
CVE-2021-27103,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Accellion,https://www.cvedetails.com/cve/CVE-2021-27103
CVE-2021-27102,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Accellion,https://www.cvedetails.com/cve/CVE-2021-27102
CVE-2021-27101,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Accellion,https://www.cvedetails.com/cve/CVE-2021-27101
CVE-2021-27085,7.6,HIGH,AV:N/AC:H/Au:N/C:C/I:C/A:C,4.9,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-27085
CVE-2021-27065,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-27065
CVE-2021-27059,8.5,HIGH,AV:N/AC:M/Au:S/C:C/I:C/A:C,6.8,10.0,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-27059
CVE-2021-26858,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-26858
CVE-2021-26857,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-26857
CVE-2021-26855,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-26855
CVE-2021-26411,5.1,MEDIUM,AV:N/AC:H/Au:N/C:P/I:P/A:P,4.9,6.4,nvd@nist.gov,Microsoft,https://www.cvedetails.com/cve/CVE-2021-26411
CVE-2021-26085,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,nvd@nist.gov,Atlassian,https://www.cvedetails.com/cve/CVE-2021-26085
CVE-2021-26084,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Atlassian,https://www.cvedetails.com/cve/CVE-2021-26084
CVE-2021-25489,4.9,MEDIUM,AV:L/AC:L/Au:N/C:N/I:N/A:C,3.9,6.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25489
CVE-2021-25487,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25487
CVE-2021-25395,4.4,MEDIUM,AV:L/AC:M/Au:N/C:P/I:P/A:P,3.4,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25395
CVE-2021-25394,4.4,MEDIUM,AV:L/AC:M/Au:N/C:P/I:P/A:P,3.4,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25394
CVE-2021-25372,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25372
CVE-2021-25371,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25371
CVE-2021-25370,4.9,MEDIUM,AV:L/AC:L/Au:N/C:N/I:N/A:C,3.9,6.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25370
CVE-2021-25369,2.1,LOW,AV:L/AC:L/Au:N/C:P/I:N/A:N,3.9,2.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25369
CVE-2021-25337,5.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:N,8.6,4.9,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-25337
CVE-2021-25298,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Nagios,https://www.cvedetails.com/cve/CVE-2021-25298
CVE-2021-25297,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Nagios,https://www.cvedetails.com/cve/CVE-2021-25297
CVE-2021-25296,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Nagios,https://www.cvedetails.com/cve/CVE-2021-25296
CVE-2021-23874,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Mcafee,https://www.cvedetails.com/cve/CVE-2021-23874
CVE-2021-22991,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,F5,https://www.cvedetails.com/cve/CVE-2021-22991
CVE-2021-22986,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,F5,https://www.cvedetails.com/cve/CVE-2021-22986
CVE-2021-22941,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Citrix,https://www.cvedetails.com/cve/CVE-2021-22941
CVE-2021-22900,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Pulsesecure,https://www.cvedetails.com/cve/CVE-2021-22900
CVE-2021-22899,6.5,MEDIUM,AV:N/AC:L/Au:S/C:P/I:P/A:P,8.0,6.4,nvd@nist.gov,Pulsesecure,https://www.cvedetails.com/cve/CVE-2021-22899
CVE-2021-22894,9.0,HIGH,AV:N/AC:L/Au:S/C:C/I:C/A:C,8.0,10.0,nvd@nist.gov,Pulsesecure,https://www.cvedetails.com/cve/CVE-2021-22894
CVE-2021-22893,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Pulsesecure,https://www.cvedetails.com/cve/CVE-2021-22893
CVE-2021-22600,7.2,HIGH,AV:L/AC:L/Au:N/C:C/I:C/A:C,3.9,10.0,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-22600
CVE-2021-22506,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,nvd@nist.gov,Microfocus,https://www.cvedetails.com/cve/CVE-2021-22506
CVE-2021-22502,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Microfocus,https://www.cvedetails.com/cve/CVE-2021-22502
CVE-2021-22205,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Gitlab,https://www.cvedetails.com/cve/CVE-2021-22205
CVE-2021-22204,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-22204
CVE-2021-22017,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2021-22017
CVE-2021-22005,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2021-22005
CVE-2021-21985,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2021-21985
CVE-2021-21975,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2021-21975
CVE-2021-21973,5.0,MEDIUM,AV:N/AC:L/Au:N/C:P/I:N/A:N,10.0,2.9,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2021-21973
CVE-2021-21972,10.0,HIGH,AV:N/AC:L/Au:N/C:C/I:C/A:C,10.0,10.0,nvd@nist.gov,Vmware,https://www.cvedetails.com/cve/CVE-2021-21972
CVE-2021-21551,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Dell,https://www.cvedetails.com/cve/CVE-2021-21551
CVE-2021-21315,4.6,MEDIUM,AV:L/AC:L/Au:N/C:P/I:P/A:P,3.9,6.4,nvd@nist.gov,Apache,https://www.cvedetails.com/cve/CVE-2021-21315
CVE-2021-21224,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-21224
CVE-2021-21220,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-21220
CVE-2021-21206,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Google,https://www.cvedetails.com/cve/CVE-2021-21206
CVE-2021-21193,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-21193
CVE-2021-21166,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-21166
CVE-2021-21148,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Debian,https://www.cvedetails.com/cve/CVE-2021-21148
CVE-2021-21017,6.8,MEDIUM,AV:N/AC:M/Au:N/C:P/I:P/A:P,8.6,6.4,nvd@nist.gov,Adobe,https://www.cvedetails.com/cve/CVE-2021-21017
CVE-2021-20090,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Buffalo,https://www.cvedetails.com/cve/CVE-2021-20090
CVE-2021-20038,7.5,HIGH,AV:N/AC:L/Au:N/C:P/I:P/A:P,10.0,6.4,nvd@nist.gov,Sonicwall,https://www.cvedetails.com/cve/CVE-2021-20038
